term,contrast,null.value,estimate,std.error,df,statistic,adj.p.value
condition,harmonic - inharmonic,0,-1.3665387309641632,0.35534866923326147,68,-3.845627827769144,7.734924364162232e-4
condition,harmonic - inharmonic_changing,0,0.08085140896893615,0.3553486692332616,68.0000000000003,0.22752697834324195,0.971876729167942
condition,inharmonic - inharmonic_changing,0,1.4473901399330993,0.3553486692332616,68.0000000000003,4.073154806112384,3.596230689736357e-4
