term,contrast,null.value,estimate,std.error,df,statistic,adj.p.value
condition,harmonic - inharmonic,0,-0.729652844855422,0.5436223965852949,66.41286101238165,-1.3422052686545978,0.3771639125935169
condition,harmonic - inharmonic_changing,0,-0.08626931688153126,0.5393795263683722,65.72588972420684,-0.15994177135787904,0.9859990003025663
condition,inharmonic - inharmonic_changing,0,0.6433835279738908,0.5436223965852957,66.41286101238279,1.183511812639129,0.46710776442850876
