term,contrast,null.value,estimate,std.error,df,statistic,adj.p.value
condition,harmonic - inharmonic,0,0.022524078725475065,0.019395557891768857,66.51923915457859,1.1613008943163166,0.48032527007825465
condition,harmonic - inharmonic_changing,0,0.027103900192026353,0.019545648477620803,67.18217037667304,1.3866974136498735,0.3535557754806965
condition,inharmonic - inharmonic_changing,0,0.0045798214665512885,0.019236326552156513,65.88354608522963,0.23808191517927116,0.9692503767519853
