term,contrast,null.value,estimate,std.error,df,statistic,adj.p.value
condition,harmonic - inharmonic,0,-0.47769439749264603,0.4977085865747089,66.63385943156462,-0.9597873341510884,0.6046707258691626
condition,harmonic - inharmonic_changing,0,0.3972755514175269,0.5013991881723926,67.32519923570277,0.7923338545193943,0.7090043738038275
condition,inharmonic - inharmonic_changing,0,0.874969948910173,0.49377374683840686,65.96577030970197,1.7720058113914205,0.18693203527001967
