term,contrast,null.value,estimate,std.error,df,statistic,adj.p.value
condition,harmonic - inharmonic,0,0.004828571428571493,0.011613059944067531,67.99999999999969,0.4157880396577254,0.9092413985441288
condition,harmonic - inharmonic_changing,0,-0.012742857142857136,0.01161305994406753,67.99999999999969,-1.0972867792150471,0.5190385526464664
condition,inharmonic - inharmonic_changing,0,-0.017571428571428627,0.011613059944067534,68.0000000000003,-1.5130748188727718,0.2912215756336348
