term,contrast,null.value,estimate,std.error,df,statistic,adj.p.value
condition,harmonic - inharmonic,0,-0.008068907563024981,0.008726623859042175,67.76393296618403,-0.9246310707736423,0.6267155070631896
condition,harmonic - inharmonic_changing,0,-0.010257142857142658,0.008660646692730058,67.10963455149475,-1.1843391401421253,0.4665756626634501
condition,inharmonic - inharmonic_changing,0,-0.0021882352941176766,0.008726623859042175,67.76393296618464,-0.25075393754370606,0.9659494724736268
