term,contrast,null.value,estimate,std.error,df,statistic,adj.p.value
condition,harmonic - inharmonic,0,-0.002396763453684807,0.013144891069844223,66.26199753914966,-0.18233421950397422,0.9818438855223606
condition,harmonic - inharmonic_changing,0,0.0020741808376014735,0.013038392557945536,65.60454548102484,0.15908255779102748,0.9861479458095079
condition,inharmonic - inharmonic_changing,0,0.004470944291286281,0.013144891069844213,66.26199753914852,0.34012790730104303,0.938282419390881
