,p2_amp,pid,condition,deviance
170,0.0876893642373278,33,inharmonic_changing,standard
171,-3.0792153093876293,34,inharmonic_changing,standard
172,0.06055630258001624,35,inharmonic_changing,standard
173,1.3377484546323217,36,inharmonic_changing,standard
174,2.340315326764072,37,inharmonic_changing,standard
175,1.4943489037479791,1,inharmonic_changing,deviant_1
176,0.3169193991012056,2,inharmonic_changing,deviant_1
177,-2.7229974955591563,3,inharmonic_changing,deviant_1
178,-0.2131885806327468,4,inharmonic_changing,deviant_1
179,-0.28293301721451936,5,inharmonic_changing,deviant_1
180,0.6781784375706575,6,inharmonic_changing,deviant_1
181,-3.24639624766393,7,inharmonic_changing,deviant_1
182,-1.3636614371031688,8,inharmonic_changing,deviant_1
183,-0.8943605966117345,9,inharmonic_changing,deviant_1
184,-3.267650401789146,10,inharmonic_changing,deviant_1
185,0.6407324034766859,11,inharmonic_changing,deviant_1
186,-1.9554711894296224,12,inharmonic_changing,deviant_1
187,0.05673009190800708,13,inharmonic_changing,deviant_1
188,-1.7782401080127423,14,inharmonic_changing,deviant_1
189,0.39597249936516626,15,inharmonic_changing,deviant_1
190,0.10963931820387075,16,inharmonic_changing,deviant_1
191,-0.6179921615433064,17,inharmonic_changing,deviant_1
192,-0.9680527983332494,18,inharmonic_changing,deviant_1
193,-1.0748240999326988,19,inharmonic_changing,deviant_1
194,-1.9874415855252148,20,inharmonic_changing,deviant_1
195,-4.759870731848827,21,inharmonic_changing,deviant_1
196,-1.2358805738383698,22,inharmonic_changing,deviant_1
197,-0.22070399527151216,23,inharmonic_changing,deviant_1
198,-2.3488609750759957,24,inharmonic_changing,deviant_1
199,-0.7890043404861111,25,inharmonic_changing,deviant_1
200,0.6773328022152233,26,inharmonic_changing,deviant_1
201,-0.1876251492735828,29,inharmonic_changing,deviant_1
202,0.18785302233617146,30,inharmonic_changing,deviant_1
203,0.46635651961322994,31,inharmonic_changing,deviant_1
204,-2.281744196318289,32,inharmonic_changing,deviant_1
205,0.8009632123118572,33,inharmonic_changing,deviant_1
206,-3.1671298769742124,34,inharmonic_changing,deviant_1
207,-0.14208403804717348,35,inharmonic_changing,deviant_1
208,0.688241669737394,36,inharmonic_changing,deviant_1
209,1.6634734083230018,37,inharmonic_changing,deviant_1
