,pid,task,condition,response,gt
0,7,t1,ic,1,0
1,7,t1,ic,1,0
2,7,t1,ic,1,0
3,7,t1,h,1,0
4,7,t1,i,2,0
5,7,t1,i,2,0
6,7,t1,i,2,0
7,7,t1,h,1,0
8,7,t1,h,1,0
9,7,t2,ic,3,3
10,7,t2,i,3,3
11,7,t2,h,4,4
12,7,t2,ic,10,4
13,7,t2,h,2,2
14,7,t2,ic,18,2
15,7,t2,h,2,2
16,7,t2,ic,4,2
17,7,t2,h,4,3
18,7,t2,h,4,4
19,7,t2,i,4,3
20,7,t2,ic,7,2
21,7,t2,i,4,4
22,7,t2,i,3,2
23,7,t2,i,3,3
