,pid,task,condition,response,gt
0,8,t1,i,1,0
1,8,t1,ic,2,0
2,8,t1,i,1,0
3,8,t1,ic,1,0
4,8,t1,ic,2,0
5,8,t1,i,1,0
6,8,t1,h,1,0
7,8,t1,h,1,0
8,8,t1,h,1,0
9,8,t2,i,3,3
10,8,t2,ic,2,4
11,8,t2,i,2,3
12,8,t2,i,2,2
13,8,t2,ic,2,3
14,8,t2,h,3,3
15,8,t2,i,3,3
16,8,t2,h,3,3
17,8,t2,h,2,3
18,8,t2,ic,3,3
19,8,t2,h,2,2
20,8,t2,ic,3,2
21,8,t2,i,4,4
22,8,t2,h,3,3
23,8,t2,ic,4,3
