,pid,task,condition,response,gt
0,3,t1,h,1,0
1,3,t1,i,3,0
2,3,t1,i,3,0
3,3,t1,ic,2,0
4,3,t1,h,1,0
5,3,t1,ic,2,0
6,3,t1,ic,2,0
7,3,t1,i,3,0
8,3,t1,h,1,0
9,3,t2,ic,2,4
10,3,t2,i,2,3
11,3,t2,ic,3,3
12,3,t2,i,1,3
13,3,t2,ic,2,3
14,3,t2,i,2,4
15,3,t2,i,2,2
16,3,t2,ic,4,3
17,3,t2,h,2,2
18,3,t2,ic,5,2
19,3,t2,h,3,3
20,3,t2,h,4,4
21,3,t2,h,4,3
22,3,t2,h,4,3
23,3,t2,i,3,3
