,pid,task,condition,response,gt
0,7382,t1,i,2,0
1,7382,t1,ic,2,0
2,7382,t1,ic,3,0
3,7382,t1,h,1,0
4,7382,t1,ic,2,0
5,7382,t1,i,2,0
6,7382,t1,i,2,0
7,7382,t1,h,1,0
8,7382,t1,h,1,0
9,7382,t2,h,2,2
10,7382,t2,h,2,2
11,7382,t2,h,3,3
12,7382,t2,i,2,2
13,7382,t2,ic,15,4
14,7382,t2,ic,5,3
15,7382,t2,ic,19,2
16,7382,t2,i,3,3
17,7382,t2,h,3,3
18,7382,t2,i,1,1
19,7382,t2,ic,19,3
20,7382,t2,i,2,2
21,7382,t2,h,3,3
22,7382,t2,ic,19,3
23,7382,t2,i,3,3
