,pid,task,condition,response,gt
0,6,t1,h,3,0
1,6,t1,i,3,0
2,6,t1,ic,3,0
3,6,t1,i,2,0
4,6,t1,h,2,0
5,6,t1,ic,3,0
6,6,t1,ic,2,0
7,6,t1,i,3,0
8,6,t1,h,2,0
9,6,t2,ic,2,3
10,6,t2,ic,1,2
11,6,t2,h,3,3
12,6,t2,h,1,2
13,6,t2,i,2,3
14,6,t2,i,2,2
15,6,t2,ic,2,2
16,6,t2,ic,1,2
17,6,t2,i,3,3
18,6,t2,h,3,4
19,6,t2,h,3,3
20,6,t2,i,1,3
21,6,t2,ic,3,3
22,6,t2,i,2,3
23,6,t2,h,3,3
