,pid,task,condition,response,gt
0,2846,t1,h,1,0
1,2846,t1,ic,1,0
2,2846,t1,h,1,0
3,2846,t1,i,1,0
4,2846,t1,i,1,0
5,2846,t1,h,1,0
6,2846,t1,ic,2,0
7,2846,t1,ic,2,0
8,2846,t1,i,2,0
9,2846,t2,h,3,3
10,2846,t2,ic,5,3
11,2846,t2,h,3,3
12,2846,t2,h,3,3
13,2846,t2,h,3,3
14,2846,t2,i,4,4
15,2846,t2,ic,10,4
16,2846,t2,ic,5,3
17,2846,t2,i,2,2
18,2846,t2,ic,8,3
19,2846,t2,i,5,4
20,2846,t2,i,3,3
21,2846,t2,i,4,4
22,2846,t2,ic,5,3
23,2846,t2,h,2,2
