,pid,task,condition,response,gt
0,4040,t1,i,1,0
1,4040,t1,ic,3,0
2,4040,t1,i,1,0
3,4040,t1,h,1,0
4,4040,t1,ic,3,0
5,4040,t1,i,1,0
6,4040,t1,ic,3,0
7,4040,t1,h,1,0
8,4040,t1,h,1,0
9,4040,t2,ic,13,2
10,4040,t2,ic,,2
11,4040,t2,ic,5,4
12,4040,t2,i,2,2
13,4040,t2,ic,5,3
14,4040,t2,h,3,3
15,4040,t2,ic,1,3
16,4040,t2,h,2,2
17,4040,t2,h,3,3
18,4040,t2,i,3,3
19,4040,t2,i,2,2
20,4040,t2,i,1,1
21,4040,t2,i,3,3
22,4040,t2,h,3,3
23,4040,t2,h,2,2
